Kanji,RTK Keyword,RTK 6th Keyword,Kanji English Meaning,KANJIDIC Index,JIS Index,Kanji Frequency,RTK 4th Index,RTK 6th Index,2k1 Index,Opt Group,Opt Index,KKLC Index,Genki Index,Kanji Freq Group,Opt Vocab Sort Index,Opt Kanji Sort Index,Kanji Stroke Count,RTK2 Index,KanKen Group,Top 6 Vocab,Top 6 Vocab Closed,Top 6 English,Top 6 English Closed,Onyomi (* = not common),Kunyomi (* = not common),Onyomi Words Kanji,Onyomi Words Kana,Kunyomi Words Kanji,Kunyomi Words Kana,Primitives English,Primitives Japanese,Yomi,Yomi with Names,Story
鹸,lye,,saltiness,772,3834,2659,2867,2880,,6,2765,,,6,1185,1153,19,2251,1.5,石鹸[ -せっけん-],石__[ -せっけん-],石鹸[ -soap- ],石__[ -soap- ],,,,,,,",lye,rocksalt,magic wand,augury,ladybird,pent in,sheaf,drop,awl,fit,meeting,umbrella,mouth,person,drop4,",",tenn,hito,ninben,uranai,bokunoto,kuchi,kuti,kunigamae,ro,shiochi,",ケン    カン    セン    あ.く    ,ケン    カン    セン    あ.く    ,
虔,reserved,,respect,5357,694A,2781,2868,2881,,6,2766,,,6,2872,2872,10,3139,1,,,,,,,,,,,",reserved,tiger,sentence,plaid,kilt,Billy Connolly,",",bun,tora,",ケン    つつし.む    ,ケン    つつし.む    ,
嘗,lick,,"once, before, formerly, ever, never, ex-, lick, lap up, burn up, taste, undergo, underrate, despise",1324,3E28,2734,2870,2883,,6,2767,,,6,1769,1620,14,2780,1.5,,,,,,,,,,,",lick,outhouse,small,little,crown,mouth,delicious,spoon,sitting on the ground,sun,day,",",wakanmuri,saji,kuchi,kuti,chiisai,nichi,jitsu,",ショウ    ジョウ    かつ.て    こころ.みる    な.める    ,ショウ    ジョウ    かつ.て    こころ.みる    な.める    ,
耀,shimmering,,"shine, sparkle, gleam, twinkle",2778,4D54,2860,2880,2892,,6,2768,,,6,899,930,20,2728,2,,,,,,,,,,,",shimmering,ray,small,little,human legs,futon,feathers,wings,turkey,",",hitoashi,hitoasi,chiisai,hane,furutori,",ヨウ    かがや.く    ひかり    ,ヨウ    かがや.く    ひかり    Name Readings:  あかる    ,
嚢,cyst,,"pouch, purse, bag",2187,4739,2608,2883,2894,,6,2769,,,6,2041,2041,22,2881,1.5,,,,,,,,,,,",cyst,bishop,cross,ten,needle,crown,mouth,animal legs,eight,celery,scarf,bishop*,",",hachi,hati,wakanmuri,juu,kuchi,kuti,",ノウ    ドウ    ふくろ    ,ノウ    ドウ    ふくろ    ,
暢,carefree,,stretch,1890,442A,2578,2885,2895,,6,2770,1309,,6,1463,1478,14,2732,2,流暢[ -りゅうちょう-],流__[ -りゅうちょう-],流暢[ -flowing; fluent- ],流__[ -flowing; fluent- ],,,,,,,",carefree,monkey,sun,day,stick,piggy bank,sun,day,piglets,sun2,day2,",",nichi,jitsu,",チョウ    のび.る    ,チョウ    のび.る    Name Readings:  いたる    のぶ    のぶる    なが    とうる    とおる    のり    まさ    みつる    よう    ,
欣,elation,,"take pleasure in, rejoice",617,3655,2589,2888,2897,,6,2771,,,6,1619,1859,8,2854,2,,,,,,,,,,,",elation,axe,lack,yawn,",",ono,akubi,",キン    ゴン    コン    よろこ.ぶ    よろこ.び    ,キン    ゴン    コン    よろこ.ぶ    よろこ.び    Name Readings:  やすし    よし    し    ,
叢,conglomerate,,"plexus, clump of bushes, thicket",1647,4151,2644,2895,2904,,6,2772,,,6,645,1056,18,2882,1.5,,,,,,,,,,,",conglomerate,upside down in a row,soil,dirt,ground,take,ear,crotch,",",mata,tsuchi,tuti,mimi,",ソウ    ス    くさむら    むら.がる    むら    ,ソウ    ス    くさむら    むら.がる    むら    ,
壷,crock,,"jar, pot, hinge knuckle, one's aim",1939,445B,2943,2904,2913,,6,2773,,,6,1611,1658,11,2937,1.5,,,,,,,,,,,",crock,jar,samurai,crown,Asia,Roman two,mouth,Asia*,",",wakanmuri,kuchi,kuti,samurai,",コ    つぼ    ,コ    つぼ    ,
酋,chieftain,,chieftain,1244,3D36,2813,2906,2915,,6,2774,,,6,834,588,9,2938,1.5,,,,,,,,,,,",chieftain,Molotov cocktail,animal horns,whiskey bottle,",",tori,hiyominotori,",シュウ    ジュ    おさ    ふるざけ    さけのつかさ    ,シュウ    ジュ    おさ    ふるざけ    さけのつかさ    ,
瓢,gourd,,gourd,2377,493B,2891,2911,2920,,6,2775,,,6,249,297,17,2274,1.5,,,,,,,,,,,",gourd,ballot,old west,altar,show,two,small,melon,claw,vulture,elbow,",",ni,mu,chiisai,tsume,uri,shimesu,nehen,nishi,",ヒョウ    ひさご    ふくべ    ,ヒョウ    ひさご    ふくべ    ,
琵,biwa,,"glissando on strings, lute",2348,487C,2537,2912,2921,,6,2776,,,6,944,835,12,2632,1.5,,,,,,,,,,,",biwa,king,jewel,ball,compare,spoon,sitting on the ground,king2,jewel2,ball2,spoon2,sitting on the ground2,",",saji,hi,kuraberu,tama,",ビ    ヒ    ,ビ    ヒ    ,
琶,lute,,lute,2204,474A,2533,2913,2922,,6,2777,,,6,2784,2784,12,2763,1.5,,,,,,,,,,,",lute,king,jewel,ball,mosaic,king2,jewel2,ball2,",",tama,",ハ    ベ    ワ    ,ハ    ベ    ワ    ,
圃,vegetable patch,,"garden, field",2508,4A60,2758,2918,2926,,6,2778,,,6,1752,1856,10,2684,1.5,,,,,,,,,,,",vegetable patch,pent in,dog-tag,arrowhead,screwdriver,utilize,utilise,",",kunigamae,mochiiru,",ホ    フ    はたけ    にわ    ,ホ    フ    はたけ    にわ    ,
馨,ambrosial,,"fragrant, balmy, favourable",312,333E,2527,2925,2933,,6,2779,,,6,1314,1205,20,2431,2,,,,,,,,,,,",ambrosial,voice,samurai,flag,stick,cruise missile,missile,wind,crotch,incense,wheat,cereal,sun,day,",",tsukue,tukue,mata,samurai,kabane,nichi,jitsu,rumata,nogi,kaze,kaori,nioikou,",ケイ    キョウ    かお.る    かおり    ,ケイ    キョウ    かお.る    かおり    Name Readings:  か    かおる    きよ    よし    かほる    ,
睾,testicle,,testicles,4705,6250,2890,2929,2936,,6,2780,,,6,2930,2930,14,2462,1,,,,,,,,,,,",testicle,drop,eye,cross-eyed,net,happiness,ten,needle,stand up,vase,ten2,needle2,",",tenn,juu,me,tatsu,amigashira,",コウ    ,コウ    ,
黎,tenebrous,,"dark, black, many",6308,7355,2857,2935,2942,,6,2781,,,6,2936,2936,15,3083,2,,,,,,,,,,,",tenebrous,millet,wheat,cereal,slip-knot,reclining,lying down,sword,dagger,umbrella,grains of rice,",",katana,mizu,sanzui,nogi,",レイ    リ    くろ.い    ,レイ    リ    くろ.い    Name Readings:  れ    ,
已,stop short,,"stop, halt, previously, already, long ago",3594,5661,2965,2937,2944,,6,2782,,,6,3733,3733,3,3029,1,,,,,,,,,,,",stop short,sign of the snake with bit missing,",",",イ    や.む    すで.に    のみ    はなはだ    ,イ    や.む    すで.に    のみ    はなはだ    Name Readings:  み    ,
棘,thornbush,,"thorn, splinter, spine, biting words, briers",4088,5B79,2805,2938,2945,,6,2783,,,6,4202,4202,12,3033,1,棘[ -とげ-],__[ -とげ-],棘[ -thorn- ],__[ -thorn- ],,,,,,,",thornbush,tree,wood,belt,tree2,wood2,belt2,",",ki,moku,",キョク    いばら    とげ    ,キョク    いばら    とげ    ,
躾,upbringing,,"training, (kokuji)",5722,6D3F,2829,2942,2949,,6,2784,,,6,2943,2943,16,3177,1,躾[ -しつけ-],__[ -しつけ-],躾[ -discipline; training- ],__[ -discipline; training- ],,,,,,,",upbringing,somebody,nose,beautiful,sheep,large,St. Bernard,",",ookii,hitsuji,mizukara,mihen,",しつ.ける    しつけ    ,しつ.ける    しつけ    ,
夥,plentiful,,"immense, tremendous",3419,546E,2961,2943,2950,,6,2785,,,6,3570,3570,14,2515,1,夥しい[ -おびただしい-],__しい[ -おびただしい-],夥しい[ -large quantity of- ],__しい[ -large quantity of- ],,,,,,,",plentiful,fruit,rice field,brains,tree,wood,many,evening,evening2,",",yuube,ki,moku,den,ta,",カ    ワ    おびただ.しい    ,カ    ワ    おびただ.しい    ,
牟,moo,,"pupil (eye), moo (cow sound)",2654,4C36,2513,2961,2965,,6,2786,,,6,995,1018,6,2889,1.5,,,,,,,,,,,",moo,elbow,cow,",",mu,ushi,",ボウ    ム    ,ボウ    ム    ,
慾,longing [old],,"covetousness, greed, passion, desire, craving",2787,4D5D,2546,2984,2988,,6,2787,,,6,819,769,15,3198,1.5,,,,,,,,,,,",longing (old),longing,valley,eight,umbrella,mouth,lack,yawn,heart,longing*,",",kuchi,kuti,kokoro,akubi,tani,",ヨク    ,ヨク    ,
嶽,Point [old],,peak,3583,5656,2735,2987,2989,,6,2788,,,6,3724,3724,17,3192,1,,,,,,,,,,,",Point (old),mountain,prison,pack of wild dogs,say,words,keitai,mouth,chihuahua,dog,large,drop,point*,",",tenn,kuchi,kuti,mottomo,yama,inu,kemono,kotoba,gonben,",ガク    たけ    ,ガク    たけ    Name Readings:  たき    ,
祓,exorcism,,exorcise,4768,6331,2828,2993,2994,,6,2789,,,6,2994,2994,10,3032,1,,,,,,,,,,,",exorcism,altar,show,two,small,chihuahua with extra leg,altar*,small*,",",ni,chiisai,shimesu,nehen,",フツ    ハイ    はら.う    ,フツ    ハイ    はら.う    ,
饅,bean jam,,"bean-jam dumpling, manjuu",6096,713D,2698,2998,2998,,6,2790,,,6,2999,2999,20,2345,1,,,,,,,,,,,",bean jam,old food,eat,umbrella,drop,silver,mandala,sun,day,eye,cross-eyed,net,crotch,food*,eat*,",",tenn,mata,nichi,jitsu,me,amigashira,ushitora,kon,shokuhen,",マン    ,マン    ,
嘔,retch,,"vomit, nauseated",3297,5352,2754,2999,2999,,6,2791,,,6,3454,3454,14,3184,1,,,,,,,,,,,",retch,mouth,ward,box,mouth,mouth4,mouth3,ward*,",",hako,kuchi,kuti,",オウ    ク    は.く    むかつ.く    うた.う    ,オウ    ク    は.く    むかつ.く    うた.う    ,
亨,go smoothly,,"undergo, answer (phone), take, get, catch",562,357C,2717,3001,,,6,2795,,,6,634,1059,7,9999,2,,,,,,,,,,,",go smoothly,tall,top hat,mouth,complete,",",nabebuta,kuchi,kuti,",コウ    キョウ    ホウ    たてまつ.る    ,コウ    キョウ    ホウ    たてまつ.る    Name Readings:  とうる    みち    ゆき    あきら    なが    あき    とおる    とおるふ    ,
喬,heaven-high,,"high, boasting",576,362C,2707,2104,,,6,2796,,,6,1047,1096,12,2350,2,,,,,,,,,,,",heaven-high,angel,heavens,mouth,hood,mouth,mouth2,",",dougamae,kuchi,kuti,",キョウ    たか.い    ,キョウ    たか.い    Name Readings:  たかし    たか    ,"Angels go to classes at heaven-high. They quaff their thirst for knowledge, sure that the instructors there will never give them a belt in the mouth. Not at heavan-high!"
倖,bliss,,"happiness, luck",838,3876,2765,2119,,,6,2801,,,6,1207,1537,10,2461,2,,,,,,,,,,,",bliss,person,happiness,ten,needle,stand up,vase,ten2,needle2,",",hito,ninben,juu,tatsu,",コウ    しあわ.せ    さいわ.い    ,コウ    しあわ.せ    さいわ.い    ,"Ever notice the BATMAN never does stuff part ways? Here, the BATMAN experiences BLISS when he gets a day off, when any other would just be HAPPY. Perspective I guess. Or maybe just a cover for another case?"
巽,southeast,,southeast,1793,4327,2762,2861,,,6,2807,,,6,1372,1418,12,2359,2,,,,,,,,,,,",southeast,snake,self,strung together,salad,animal legs,eight,",",hachi,hati,onore,",ソン    たつみ    ,ソン    たつみ    ,
亦,,,"also, again",2620,4B72,2696,,,,6,2812,773,,6,2163,2163,6,,2,,,,,,,,,,,,,エキ    ヤク    また    ,エキ    ヤク    また    ,
孟,start,,"chief, beginning",2682,4C52,2697,2872,,,6,2814,,,6,54,276,8,2392,2,,,,,,,,,,,",start,child,dish,",",kohen,sara,",モウ    ボウ    ミョウ    かしら    ,モウ    ボウ    ミョウ    かしら    Name Readings:  たけし    たけ    はる    はじめ    つとむ    おさ    はい    ,
凜,,,"cold, strict, severe",6354,7425,2725,,,,6,3000,,,6,3010,3010,15,,2,,,,,,,,,,,,,リン    きびし.い    ,リン    きびし.い    ,
厩,,,"barn, stable",119,3139,2573,,,,6,2792,,,6,2618,2618,13,,1.5,,,,,,,,,,,,,キュウ    うまや    ,キュウ    うまや    Name Readings:  まや    まら    ,
峨,high mountain,,high mountain,257,3265,2991,2226,,,6,2793,,,6,881,681,10,2287,1.5,,,,,,,,,,,",high mountain,mountain,ego,hand,fiesta,",",yama,hoko,te,tehen,",ガ    けわ.しい    ,ガ    けわ.しい    ,"A drugged up high mountain. Those mountains that get high only think of themselves, their ego takes over. Drugs are a selfish pasttime."
掬,,,scoop up water with the hand,507,3545,2712,,,,6,2794,,,6,568,1082,11,,1.5,掬う[ -すくう-],__う[ -すくう-],掬う[ -scoop; spoon- ],__う[ -scoop; spoon- ],,,,,,,,,キク    コク    きく.す    むす.ぶ    すく.う    たなごころ    ,キク    コク    きく.す    むす.ぶ    すく.う    たなごころ    ,
沓,,,"shoes, boots",661,3723,2854,,,,6,2797,,,6,2187,2187,8,,1.5,,,,,,,,,,,,,トウ    くつ    ,トウ    くつ    ,
粂,,,used in proper names,667,3729,2655,,,,6,2798,,,6,166,22,9,,1.5,,,,,,,,,,,,,くめ    ,くめ    ,
荊,,,"thorn, brier, whip",711,3755,2812,,,,6,2799,,,6,1359,1310,9,,1.5,,,,,,,,,,,,,ケイ    いばら    ,ケイ    いばら    ,
乎,,,"question mark, ?",787,3843,2700,,,,6,2800,,,6,1267,1510,5,,1.5,,,,,,,,,,,,,コ    オ    か    ああ    かな    や    よ    を    ,コ    オ    か    ああ    かな    や    よ    を    ,
巷,,,"fork in road, scene, arena, theater",857,392B,2703,,,,6,2802,,,6,1896,1762,9,,1.5,,,,,,,,,,,,,コウ    ちまた    ,コウ    ちまた    ,
戎,,,"warrior, arms, barbarian, Ainu",1253,3D3F,2952,,,,6,2803,,,6,1362,1175,6,,1.5,,,,,,,,,,,,,ジュウ    えびす    つわもの    ,ジュウ    えびす    つわもの    Name Readings:  えび    ,
廠,,,workshop,1335,3E33,2861,,,,6,2804,,,6,2301,2301,15,,1.5,,,,,,,,,,,,,ショウ    ,ショウ    ,
諏,advise,,consult,1469,3F5B,2517,2722,,,6,2805,,,6,2281,2281,15,3071,1.5,,,,,,,,,,,",advise,say,words,keitai,mouth,take,ear,crotch,",",mata,kuchi,kuti,mimi,kotoba,gonben,",シュ    ス    そう    はか.る    ,シュ    ス    そう    はか.る    ,
楚,,,"whip, cane",1629,413F,2690,,,,6,2806,,,6,488,316,13,,1.5,,,,,,,,,,,,,ソ    ショ    いばら    しもと    すわえ    ,ソ    ショ    いばら    しもと    すわえ    ,
鍔,,,"sword guard, kettle brim",1935,4457,2889,,,,6,2808,,,6,1377,1117,17,,1.5,,,,,,,,,,,,,ガク    つば    ,ガク    つば    ,
鉾,,,"halberd, arms, festival float",2578,4B48,2888,,,,6,2810,,,6,753,970,14,,1.5,,,,,,,,,,,,,ボウ    ム    ほこ    ,ボウ    ム    ほこ    ,
卜,augury,,"divining, fortune-telling",2584,4B4E,2806,2103,,,6,2811,,,6,366,166,2,2442,1.5,,,,,,,,,,,",augury,magic wand,",",uranai,bokunoto,",ボク    うらな.う    うらない    ,ボク    うらな.う    うらない    Name Readings:  うら    T2ぼくのと    ,"AUGURY means to fortell the future. Here, you see the magician wave the MAGIC WAND to AUGUR your destiny."
俣,fork in a road,,"crotch, thigh, groin, (kokuji)",2621,4B73,2543,2127,,,6,2813,,,6,1775,1962,9,3146,1.5,,,,,,,,,,,",fork in a road,person,mouth,heavens,",",hito,ninben,kuchi,kuti,",また    ,また    Name Readings:  ばた    ,"To imagine a FORK IN A ROAD (well, groin), picture the Marine SENTRY laying down, MOUTH wide open, staring at the HEAVENS. His groin is now the FORK IN A ROAD."
杢,,,"woodworker, (kokuji)",2693,4C5D,2694,,,,6,2815,,,6,1662,1578,7,,1.5,,,,,,,,,,,,,モク    ,モク    ,
熔,fuse metal,,"fuse, melt",2774,4D50,2986,2547,,,6,2816,,,6,1986,1965,14,2299,1.5,,,,,,,,,,,",fuse metal,fire,contents,contain,house,valley,animal legs,eight,umbrella,mouth,",",hachi,hati,kuchi,kuti,ukanmuri,hi,renga,rekka,tani,",ヨウ    と.ける    と.かす    いがた    ,ヨウ    と.ける    と.かす    いがた    ,
魯,,,"foolish, Russia",2919,4F25,2568,,,,6,2817,,,6,455,525,15,,1.5,,,,,,,,,,,,,ロ    おろか    ,ロ    おろか    ,
濤,,,"waves, billows",4306,5E39,2506,,,,6,2896,,,6,2359,2359,17,,1.5,,,,,,,,,,,,,トウ    なみ    ,トウ    なみ    ,
禰,,,ancestral shrine,2171,4729,2721,,,,6,2809,,,6,1271,1191,18,,1,,,,,,,,,,,,,ネ    デイ    ナイ    ,ネ    デイ    ナイ    ,
侘,,,"proud, lonely",3011,504E,2917,,,,6,2818,,,6,3183,3183,8,,1,,,,,,,,,,,,,タ    わび.しい    ほこ.る    わ.びる    ,タ    わび.しい    ほこ.る    わ.びる    ,
俥,,,"jinricksha, (kokuji)",3029,5060,2801,,,,6,2819,,,6,3199,3199,9,,1,,,,,,,,,,,,,くるま    ,くるま    ,
伜,,,"son, my son",3036,5067,2619,,,,6,2820,,,6,3205,3205,6,,1,,,,,,,,,,,,,サイ    ソツ    ソチ    せがれ    ,サイ    ソツ    ソチ    せがれ    ,
凭,,,"lean on, recline on, lie heavy",3122,515F,2969,,,,6,2821,,,6,3108,3108,8,,1,凭れる[ -もたれる-],__れる[ -もたれる-],凭れる[ -lean; rely- ],__れる[ -lean; rely- ],,,,,,,,,ヒョウ    ヘイ    もた.れる    よ.る    ,ヒョウ    ヘイ    もた.れる    よ.る    ,
刎,,,decapitate,3129,5166,2849,,,,6,2822,,,6,3295,3295,6,,1,,,,,,,,,,,,,フン    は.ねる    くびは.ねる    ,フン    は.ねる    くびは.ねる    ,
剄,,,beheading,3136,516D,2742,,,,6,2823,,,6,3301,3301,9,,1,,,,,,,,,,,,,ケイ    くびき.る    ,ケイ    くびき.る    ,
吼,,,"bark, bay, howl, bellow, roar, cry",3220,5263,2732,,,,6,2824,,,6,3380,3380,7,,1,,,,,,,,,,,,,コウ    ク    ほ.える    ,コウ    ク    ほ.える    ,
呵,,,"scold, blow on, reprove",3227,526A,2757,,,,6,2825,,,6,2197,2197,8,,1,,,,,,,,,,,,,カ    か.す    しか.る    わら.う    ,カ    か.す    しか.る    わら.う    ,
呶,,,noisy,3236,5273,2938,,,,6,2826,,,6,3394,3394,8,,1,,,,,,,,,,,,,ド    ドウ    かまびす.しい    ,ド    ドウ    かまびす.しい    ,
咆,,,"bark, roar, get angry",3239,5276,2512,,,,6,2827,,,6,3397,3397,8,,1,,,,,,,,,,,,,ホウ    ほ.える    ,ホウ    ほ.える    ,
咥,,,"laugh, chew, eat",3243,527A,2996,,,,6,2828,,,6,3401,3401,9,,1,,,,,,,,,,,,,テツ    キ    か.む    ,テツ    キ    か.む    ,
咬,,,"bite, gnaw, chew, gear with, dash against",3244,527B,2739,,,,6,2829,,,6,3402,3402,9,,1,,,,,,,,,,,,,コウ    ヨウ    か.む    ,コウ    ヨウ    か.む    ,
哄,,,"resound, reverberate",3245,527C,2877,,,,6,2830,,,6,3403,3403,9,,1,,,,,,,,,,,,,コウ    ,コウ    ,
咤,,,"clicking (with tongue), upbraid, pity, belch",3250,5323,2684,,,,6,2831,,,6,3408,3408,9,,1,,,,,,,,,,,,,タ    ト    しか.る    ,タ    ト    しか.る    ,
哮,,,"roar, howl, growl, bellow",3259,532C,2645,,,,6,2832,,,6,3417,3417,10,,1,,,,,,,,,,,,,コウ    た.ける    ほ.える    ,コウ    た.ける    ほ.える    ,
哭,,,"weep, moan, wail",3260,532D,2886,,,,6,2833,,,6,3418,3418,10,,1,,,,,,,,,,,,,コク    なげ.く    な.く    ,コク    なげ.く    な.く    ,
啜,,,"suck, sip",3268,5335,2580,,,,6,2834,,,6,3426,3426,11,,1,,,,,,,,,,,,,セツ    テツ    すす.る    ,セツ    テツ    すす.る    ,
啼,,,"bark, chirp, cry",3285,5346,2586,,,,6,2835,,,6,3443,3443,12,,1,,,,,,,,,,,,,テイ    な.く    ,テイ    な.く    ,
嗄,,,hoarse,3293,534E,2662,,,,6,2836,,,6,3451,3451,13,,1,,,,,,,,,,,,,サ    か.らす    か.れる    しゃが.れる    ,サ    か.らす    か.れる    しゃが.れる    ,
嗜,,,"like, taste, modest",3294,534F,2635,,,,6,2837,,,6,3452,3452,13,,1,,,,,,,,,,,,,シ    たしな.む    たしな.み    この.む    この.み    ,シ    たしな.む    たしな.み    この.む    この.み    ,
嗤,,,"laugh, ridicule",3295,5350,2768,,,,6,2838,,,6,3453,3453,13,,1,,,,,,,,,,,,,シ    わら.う    ,シ    わら.う    ,
嘴,,,"beak, bill",3307,535C,2904,,,,6,2839,,,6,3464,3464,16,,1,嘴[ -くちばし-],__[ -くちばし-],嘴[ -beak; bill- ],__[ -beak; bill- ],,,,,,,,,シ    くちばし    はし    ,シ    くちばし    はし    ,
埒,,,"picket, limits, be settled",3372,543F,2555,,,,6,2840,,,6,3526,3526,10,,1,,,,,,,,,,,,,レツ    ラツ    ラチ    らち.があく    かこ.い    ,レツ    ラツ    ラチ    らち.があく    かこ.い    ,
奕,,,large,3426,5475,2875,,,,6,2841,,,6,3577,3577,9,,1,,,,,,,,,,,,,エキ    ヤク    ,エキ    ヤク    ,
奸,,,"wickedness, mischief, rudeness",3436,5521,2706,,,,6,2842,,,6,3586,3586,6,,1,,,,,,,,,,,,,カン    おか.す    ,カン    おか.す    ,
嫂,,,elder brother's wife,3466,553F,2774,,,,6,2843,,,6,3614,3614,13,,1,,,,,,,,,,,,,ソウ    あによめ    ,ソウ    あによめ    ,
宦,,,official,3500,5561,2743,,,,6,2844,,,6,3646,3646,9,,1,,,,,,,,,,,,,カン    つかさ    ,カン    つかさ    ,
屓,,,exerting strength (aikido),3529,557E,2912,,,,6,2845,,,6,3674,3674,10,,1,贔屓[ -ひいき-],贔__[ -ひいき-],贔屓[ -favoritism- ],贔__[ -favoritism- ],,,,,,,,,キ    ,キ    ,
屹,,,towering mountains,3537,5628,2874,,,,6,2846,,,6,3681,3681,6,,1,,,,,,,,,,,,,キツ    そばだ.つ    ,キツ    そばだ.つ    ,
峙,,,"tower, soar",3550,5635,2563,,,,6,2847,,,6,3694,3694,9,,1,,,,,,,,,,,,,ジ    そばだ.つ    ,ジ    そばだ.つ    ,
崔,,,"cliff, bluff, precipice",3564,5643,2789,,,,6,2848,,,6,3708,3708,11,,1,,,,,,,,,,,,,ガイ    サイ    スイ    がけ    ,ガイ    サイ    スイ    がけ    ,
帷,,,"curtain, screen",3602,5669,2827,,,,6,2849,,,6,3741,3741,11,,1,,,,,,,,,,,,,イ    とばり    ,イ    とばり    ,
幇,,,help,3612,5673,2987,,,,6,2850,,,6,3750,3750,12,,1,,,,,,,,,,,,,ホウ    たす.ける    ,ホウ    たす.ける    ,
彷,,,"stray, wander, loiter",3662,5747,2593,,,,6,2851,,,6,3798,3798,7,,1,彷徨う[ -さまよう-],__徨う[ -さまよう-],彷徨う[ -roam; wander- ],__徨う[ -roam; wander- ],,,,,,,,,ホウ    さまよ.う    ,ホウ    さまよ.う    ,
徊,,,wandering,3666,574B,2900,,,,6,2852,,,6,3802,3802,9,,1,,,,,,,,,,,,,カイ    クワイ    エ    さまよ.う    ,カイ    クワイ    エ    さまよ.う    ,
徘,,,wander,3672,5751,2953,,,,6,2853,,,6,3808,3808,11,,1,,,,,,,,,,,,,ハイ    さまよ.う    ,ハイ    さまよ.う    ,
徨,,,wandering,3674,5753,2763,,,,6,2854,,,6,3810,3810,12,,1,彷徨う[ -さまよう-],彷__う[ -さまよう-],彷徨う[ -roam; wander- ],彷__う[ -roam; wander- ],,,,,,,,,コウ    さまよ.う    ,コウ    さまよ.う    ,
恍,,,"unclear, senile, stupid, joke",3705,5772,2534,,,,6,2855,,,6,3841,3841,9,,1,,,,,,,,,,,,,コウ    とぼ.ける    ほ.れる    ,コウ    とぼ.ける    ほ.れる    ,
悍,,,"rough, clumsy, violent",3714,577B,2602,,,,6,2856,,,6,3850,3850,10,,1,,,,,,,,,,,,,カン    たけし    あらし    ,カン    たけし    あらし    ,
悸,,,"pulsate, shudder",3726,5829,2712,,,,6,2857,,,6,3861,3861,11,,1,,,,,,,,,,,,,キ    ,キ    ,
悴,,,"becoming emaciated, son",3729,582C,2626,,,,6,2858,,,6,3864,3864,11,,1,,,,,,,,,,,,,スイ    せがれ    やつ.れる    ,スイ    せがれ    やつ.れる    ,
慇,,,courtesy,3749,5840,2803,,,,6,2859,,,6,3884,3884,14,,1,,,,,,,,,,,,,イン    ,イン    ,
憔,,,get thin,3779,585E,2950,,,,6,2860,,,6,3914,3914,15,,1,,,,,,,,,,,,,ショウ    セウ    ソウ    やつ.れる    やせ.る    ,ショウ    セウ    ソウ    やつ.れる    やせ.る    ,
憚,,,"hesitate, shrink, awe",3780,585F,2604,,,,6,2861,,,6,3915,3915,15,,1,,,,,タン,はばか-る,,,憚る,はばか.る,,,タン    タ    はばか.る    ,タン    タ    はばか.る    ,
憫,,,"anxiety, mercy",3783,5862,2657,,,,6,2862,,,6,3917,3917,15,,1,,,,,,,,,,,,,ビン    ミン    あわれ.む    うれ.える    ,ビン    ミン    あわれ.む    うれ.える    ,
憮,,,disappointment,3784,5863,2590,,,,6,2863,,,6,3918,3918,15,,1,,,,,,,,,,,,,ブ    コ    いつくし.む    ,ブ    コ    いつくし.む    ,
懃,,,courtesy,3790,5869,2807,,,,6,2864,,,6,3924,3924,17,,1,,,,,,,,,,,,,キン    ゴン    ねんごろ    ,キン    ゴン    ねんごろ    ,
罹,,,"catch, get",3794,586D,2934,,,,6,2865,,,6,3928,3928,16,,1,,,,,,,,,,,,,リ    ラ    かか.る    ,リ    ラ    かか.る    ,
戮,,,kill,3815,5924,2573,,,,6,2866,,,6,3947,3947,15,,1,,,,,,,,,,,,,リク    リュウ    ロク    キョウ    ク    ころ.す    けず.る    ,リク    リュウ    ロク    キョウ    ク    ころ.す    けず.る    ,
抛,,,hurl,3849,5946,2878,,,,6,2867,,,6,3980,3980,8,,1,,,,,,,,,,,,,ホウ    なげう.つ    ,ホウ    なげう.つ    ,
拵,,,"make, prepare, arrange",3858,594F,2662,,,,6,2868,,,6,3989,3989,9,,1,,,,,,,,,,,,,ソン    こしら.える    ,ソン    こしら.える    ,
捩,,,"screw, twist, wrench, distort",3875,5960,2895,,,,6,2869,,,6,4005,4005,10,,1,,,,,,,,,,,,,レイ    レツ    よじ.る    ね.じる    ねじ.れる    も.じる    ,レイ    レツ    よじ.る    ね.じる    ねじ.れる    も.じる    ,
揆,,,"category, plan, drumstick",3879,5964,2878,,,,6,2870,,,6,4009,4009,12,,1,,,,,,,,,,,,,キ    はかりごと    はか.る    ,キ    はかりごと    はか.る    ,
揶,,,"tease, play with",3883,5968,2886,,,,6,2871,,,6,4013,4013,12,,1,,,,,,,,,,,,,ヤ    からか.う    ,ヤ    からか.う    ,
揄,,,"pull, tease, play with",3884,5969,2883,,,,6,2872,,,6,4014,4014,12,,1,,,,,,,,,,,,,ヨウ    ユウ    ユ    ,ヨウ    ユウ    ユ    ,
擲,,,"hit, resign",3924,5A33,2738,,,,6,2873,,,6,4054,4054,18,,1,,,,,,,,,,,,,テキ    チャク    ジャク    なぐ.る    なげう.つ    ,テキ    チャク    ジャク    なぐ.る    なげう.つ    ,
攀,,,"climb, scale",3926,5A35,2918,,,,6,2874,,,6,4056,4056,19,,1,,,,,,,,,,,,,ハン    よ.じる    ,ハン    よ.じる    ,
